code,current,name,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,disciplines,events,birth_place,birth_country,residence_place,residence_country,occupation,lang,age,medal_date,medal_type,medal_code,discipline,event,event_type,is_medallist,medallist_binary,in_team
1947738,True,TOUMI Chaima,Female,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,['Taekwondo'],['Women -57kg'],LA MARSA,Tunisia,TUNIS,Tunisia,Athlete,"Arabic, English, French",20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947739,True,DHAHRI Ikram,Female,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,['Taekwondo'],['Women -49kg'],unspecified,Tunisia,unspecified,Tunisia,Athlete,"Arabic, French",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947744,True,OKOROKOV Georgii,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,['Wrestling'],"[""Men's Freestyle 65kg""]",BOLUGUR,Russian Federation,"SYDNEY, NSW",Australia,Athlete,English,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947747,True,LAWRENCE Jayden Alexander,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,['Wrestling'],"[""Men's Freestyle 86kg""]","CAMDEN, NSW",Australia,"SYDNEY, NSW",Australia,"Athlete, coach, qualified cabinetmaker",English,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947761,True,POLLING Kim,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Judo'],"['Women -70 kg', 'Mixed Team']",GRONINGEN,Netherlands,SAN MAURO TORINESE,Italy,Athlete,"Dutch, English, Italian",33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1947771,True,BORLEE Kevin,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",WOLUWE-SAINT-LAMBERT,Belgium,unspecified,unspecified,Athlete,"English, French",36,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1947874,True,ENCISO Julio,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,['Football'],['Men'],CAAGUAZU,Paraguay,unspecified,unspecified,Athlete,"English, Spanish",20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1947879,True,HLIMI Khouloud,Female,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,['Boxing'],"[""Women's 57kg""]",unspecified,Tunisia,SOUSSE,Tunisia,Athlete,Arabic,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947912,True,ERIC Jelena,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Cycling Road'],"[""Women's Road Race""]",KRALJEVO,Serbia,unspecified,unspecified,Athlete,"English, Italian, Russian, Serbian, Spanish",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947922,True,ILIC Ognjen,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Cycling Road'],"[""Men's Road Race""]",ARANDELOVAC,Serbia,GRAZ,Austria,"Athlete, student",Serbian,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947924,True,STURISKA Veronika Monika,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling BMX Racing'],['Women'],JAUNPIEBALGA,Latvia,JAUNPIEBALGA,Latvia,Athlete,"English, Latvian",18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947925,True,KRIGERS Kristens,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling BMX Racing'],['Men'],JELGAVA,Latvia,VALMIERA,Latvia,Athlete,"English, Latvian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947927,True,ZEBOLDS Ernests,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling BMX Freestyle'],"[""Men's Park""]",unspecified,unspecified,RIGA,Latvia,Athlete,Latvian,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947950,True,CIRKOVIC Sara,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Boxing'],"[""Women's 54kg""]",ZVORNIK,Bosnia & Herzegovina,BRATUNAC,Bosnia & Herzegovina,Athlete,"Bosnian, Serbian",20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947955,True,SHADRINA Natalia,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Boxing'],"[""Women's 60kg""]",GUSINOE OZERO,Russian Federation,BELGRADE,Serbia,Athlete,"English, Russian, Serbian",34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947956,True,ABBASOV Vakhid,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Boxing'],"[""Men's 71kg""]",SLOBODA ALEXANDROVKA,Russian Federation,BELGRADE,Serbia,Athlete,"Russian, Serbian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947986,True,SKUJINS Toms,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling Road'],"[""Men's Road Race""]",SIGULDA,Latvia,GIRONA,Spain,Athlete,"English, Latvian",33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947988,True,CARBONARI Anastasia,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling Road'],"[""Women's Road Race""]",ANCONA,Italy,unspecified,unspecified,Athlete,"Italian, Latvian",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1947989,True,BLUMS Martins,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Cycling Mountain Bike'],"[""Men's Cross-country""]",unspecified,unspecified,CESIS,Latvia,Athlete,"English, Latvian",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948015,True,GOMEZ Marcos,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,['Football'],['Men'],ASUNCION,Paraguay,ASUNCION,Paraguay,Athlete,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948027,True,ENGLISH Mark,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,['Athletics'],"[""Men's 800m""]",LETTERKENNY,Ireland,unspecified,unspecified,Athlete,English,31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948037,True,RASMANE Agate,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team']",DOBELE,Latvia,DOBELE,Latvia,Coach,"English, Latvian",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948039,True,STRAUTMANIS Lauris,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",TUKUMS,Latvia,TUKUMS,Latvia,National Armed Forces,"English, Latvian",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948056,True,SUHAREVS Ritvars,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Weightlifting'],"[""Men's 73kg""]",DOBELE,Latvia,VENTSPILS,Latvia,Athlete,"English, Latvian, Russian",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948066,True,PETERVARI MOLNAR Bendeguz Pal,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Rowing'],"[""Men's Single Sculls""]",BUDAPEST,Hungary,PILISMAROT,Hungary,Athlete,"English, Hungarian, Italian",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948068,True,OSTAPENKO Jelena,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Tennis'],"[""Women's Singles""]",RIGA,Latvia,RIGA,Latvia,Athlete,"English, Latvian, Russian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948074,True,O'SULLIVAN Sophie,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,['Athletics'],"[""Women's 1500m""]",EAST ST. KILDA,Australia,"SEATTLE, WA",United States,"Athlete, student",English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948082,True,NIKOLIC Milica,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Women -48 kg', 'Mixed Team']",BELGRADE,Serbia,BELGRADE,Serbia,Athlete,"English, Serbian",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948084,True,PERISIC Marica,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Women -57 kg', 'Mixed Team']",NOVI SAD,Serbia,BELGRADE,Serbia,Athlete; also works in Sport and Science,"English, Serbian",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948085,True,ZABIC Milica,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Women +78 kg', 'Mixed Team']",SREMSKA MITROVICA,Serbia,BELGRADE,Serbia,Athlete,"English, Serbian, Spanish",30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948089,True,BUNCIC Strahinja,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Men -66 kg', 'Mixed Team']",BANJA LUKA,Serbia,BELGRADE,Serbia,Athlete,"English, Russian, Serbian",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948091,True,KUKOLJ Aleksandar,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Men -100 kg', 'Mixed Team']",PRAGUE,Czechia,BELGRADE,Serbia,"Athlete, business owner","English, Serbian",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948092,True,MAJDOV Nemanja,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Judo'],"['Men -90 kg', 'Mixed Team']",PALE,Bosnia & Herzegovina,ISTOCNO SARAJEVO,Bosnia & Herzegovina,"Athlete, business owner","English, Serbian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948119,True,GAILUMS Patriks,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Men's Javelin Throw""]",IKSKILE,Latvia,RIGA,Latvia,Athlete. Works as a sales project manager at KONO SIA,Latvian,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948121,True,VAICULE Gunta,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Women's 400m""]",R?ZEKNE,Latvia,unspecified,unspecified,Athlete,Latvian,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948124,True,KREISS Valters,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Men's Pole Vault""]",RIGA,Latvia,RIGA,Latvia,Athlete,Latvian,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948127,True,SIETINA Anete,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Women's Javelin Throw""]",LIMBAZI,Latvia,RIGA,Latvia,Athlete,"English, Latvian",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948132,True,CAUNE Agate,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Women's 5000m""]",VALMIERA,Latvia,unspecified,unspecified,Athlete,Latvian,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948133,True,MUZE-SIRMA Lina,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Women's Javelin Throw""]",SMILTENE,Latvia,RIGA,Latvia,Athlete,"English, Latvian",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948136,True,CAKSS Gatis,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Men's Javelin Throw""]",LIVANI,Latvia,JELGAVA,Latvia,Athlete,"English, Latvian",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948138,True,LASMANE Ruta Kate,Female,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,['Athletics'],"[""Women's Triple Jump""]",VENTSPILS,Latvia,"LUBBOCK, TX",United States,Athlete,"English, Latvian",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948176,True,ARCOS Paula,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],PETRER,Spain,KRISTIANSAND,Norway,Athlete,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948177,True,ARDERIUS Silvia Eugenia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],MADRID,Spain,MALAGA,Spain,Athlete,Spanish,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948183,True,CABRAL Alexandrina,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],LISBON,Portugal,BREST,France,Athlete,"English, Portuguese, Romanian, Spanish",38,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948184,True,CAMPOS Carmen,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],MADRID,Spain,DORTMUND,Germany,Athlete,Spanish,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948186,True,CASTELLANOS Mercedes,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],CIUDAD REAL,Spain,MALAGA,Spain,Athlete,Spanish,36,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948189,True,ECHEVERRIA Maitane,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],LEXO,Spain,SAN SEBASTIAN,Spain,Athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948190,True,FERNANDEZ Alicia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],NARON,Spain,BUCHAREST,Romania,Athlete,"English, Spanish",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948192,True,GASSAMA Kaba,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],GRANOLLERS,Spain,BIETIGHEIM-BISSINGEN,Germany,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948194,True,GONZALEZ Mireya,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],LEON,Spain,BRAILA,Romania,"Athlete, photographer","English, French, Spanish",33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948196,True,GONZALEZ Lara,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],SANTA POLA,Spain,BUCHAREST,Romania,Athlete,"English, French, Spanish",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948198,True,GUTIERREZ Jennifer Maria,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],HORGEN,Switzerland,BUCHAREST,Romania,Athlete,"English, German, Spanish",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948201,True,LOPEZ Marta,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],MALAGA,Spain,BUCHAREST,Romania,Athlete,"English, Spanish",34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948202,True,LOPEZ Soledad,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],MALAGA,Spain,MALAGA,Spain,"Athlete, dental assistant, pharmacy technician",Spanish,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948208,True,PRIETO Maria,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],ZAMORA,Spain,VALLADOLID,Spain,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948214,True,TCHAPTCHET Lysa,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],YAOUNDE,Cambodia,KRISTIANSAND,Norway,Athlete,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948218,True,WIGGINS Nicole,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],MADRID,Spain,NICE,France,Athlete,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948219,True,ZOQBI Darly,Female,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Women'],PONTE NOVA,Brazil,CRAIOVA,Romania,Athlete,"Portuguese, Spanish",41,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948233,True,CASADO Agustin,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],CARBONERAS,Spain,VESZPREM,Hungary,Athlete,Spanish,28,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948237,True,CIKUSA Petar,Male,Alternate Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],BORDILS,Spain,BARCELONA,Spain,Athlete,"English, Spanish",18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948238,True,CORRALES Rodrigo,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],CANGAS,Spain,VESZPREM,Hungary,Athlete,"Catalan, English, French, Polish, Portuguese, Spanish",33,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948239,True,DUJSHEBAEV Alex,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],SANTANDER,Spain,KIELCE,Poland,Athlete,"Croatian, English, Macedonian, Polish, Russian, Spanish",31,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948240,True,DUJSHEBAEV Daniel,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],SANTANDER,Spain,KIELCE,Poland,Athlete,"English, Russian, Spanish",27,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948244,True,FERNANDEZ Daniel,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],SABADELL,Spain,unspecified,unspecified,Athlete,Spanish,23,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948246,True,FIGUERAS Adrian,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],BARCELONA,Spain,CHARTRES,France,Athlete,"English, French, Spanish",35,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948251,True,GARCIANDIA Imanol,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],URRETXU,Spain,SZEGED,Hungary,Athlete,Spanish,29,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948252,True,GOMEZ Aleix,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],SABADELL,Spain,BARCELONA,Spain,Athlete,"English, Spanish",27,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948260,True,MAQUEDA Jorge,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],TOLEDO,Spain,NANTES,France,Athlete,"English, Spanish",36,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948268,True,ODRIOZOLA Kauldi,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],ZUMAYA,Spain,NANTES,France,Athlete,"Catalan, Spanish",27,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948272,True,PEREZ de VARGAS Gonzalo,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],TOLEDO,Spain,BARCELONA,Spain,Athlete,"English, Spanish",33,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948278,True,RODRIGUEZ Javier,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],MADRID,Spain,BARCELONA,Spain,Athlete,Spanish,22,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948280,True,SANCHEZ-MIGALLON Miguel,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],CIUDAD REAL,Spain,LISBON,Portugal,Athlete,"English, Spanish",29,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948281,True,SERDIO Abel,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],AVILES,Spain,PLOCK,Poland,Athlete,Spanish,30,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948288,True,TARRAFETA Ian,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Handball'],['Men'],SABADELL,Spain,unspecified,unspecified,Athlete,"English, Spanish",25,2024-08-11,Bronze Medal,3.0,Handball,Men,HTEAM,True,1,True
1948302,True,CASERTA Giovanni,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",CATANZARO,Italy,ROME,Italy,Athlete,Italian,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948314,True,LAVIN Sarah,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,['Athletics'],"[""Women's 100m Hurdles""]",LISNAGRY,Ireland,LISNAGRY,Ireland,"Athlete, physiotherapist",English,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948347,True,BAJUK Anastazija,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",SREMSKA MITROVICA,Serbia,SREMSKA MITROVICA,Serbia,Athlete,Serbian,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948349,True,DOSTANIC Marija,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",SREMSKA MITROVICA,Serbia,SREMSKA MITROVICA,Serbia,Athlete,Serbian,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948352,True,NOVAKOVIC Milica,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",NOVI SAD,Serbia,SLAVONSKI BROD,Croatia,Athlete,"English, Serbian",36,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948354,True,STANOJEV Dunja,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",NOVI SAD,Serbia,unspecified,unspecified,Athlete,Serbian,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948356,True,DRAGOSAVLJEVIC Marko,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",NOVI SAD,Serbia,BACKA PALANKA,Serbia,Athlete,"English, Serbian",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948357,True,DZOMBETA Andjelo,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",NOVI SAD,Serbia,NOVI SAD,Serbia,Athlete,Serbian,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948360,True,NOVAKOVIC Marko,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",SENTA,Serbia,BECEJ,Serbia,Athlete,"English, Serbian",35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948362,True,TORUBAROV Vladimir,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",NOVI SAD,Serbia,unspecified,unspecified,Athlete,Serbian,31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1948377,True,BENEDETTI Julia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Women's Park""]",A CORUNA,Spain,A CORUNA,Spain,Athlete,"English, French, Spanish",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948381,True,KORTABITARTE Alain,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Men's Park""]",SAN SEBASTIAN,Spain,SAN SEBASTIAN,Spain,Athlete,Spanish,18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948382,True,LASO Naia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Women's Park""]",BERMEO,Spain,BERMEO,Spain,"Student, athlete",Spanish,15,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948383,True,LEON Danny,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Men's Park""]",MOSTOLES,Spain,MADRID,Spain,Athlete,"English, Spanish",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948385,True,MUNOZ Natalia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Women's Street""]",ARCOS DE LA FRONTERA,Spain,CADIZ,Spain,Athlete,Spanish,15,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1948387,True,TEROL Daniela,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Skateboarding'],"[""Women's Street""]",unspecified,unspecified,unspecified,Spain,Athlete,"English, Spanish",15,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
