code,current,name,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,disciplines,events,birth_place,birth_country,residence_place,residence_country,occupation,lang,age,medal_date,medal_type,medal_code,discipline,event,event_type,is_medallist,medallist_binary,in_team
1532872,True,ALEKSANYAN Artur,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 97kg""]",GYUMRI,Armenia,GYUMRI,Armenia,Athlete,"Armenian, English, Russian",32,2024-08-07,Silver Medal,2.0,Wrestling,Men's Greco-Roman 97kg,HATH,True,1,False
1532873,True,AMOYAN Malkhas,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 77kg""]",YEREVAN,Armenia,YEREVAN,Armenia,Athlete,Armenian,25,2024-08-07,Bronze Medal,3.0,Wrestling,Men's Greco-Roman 77kg,HATH,True,1,False
1532874,True,GALSTYAN Slavik,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Greco-Roman 67kg""]",unspecified,unspecified,YEREVAN,Armenia,Athlete,Armenian,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1532944,True,HARUTYUNYAN Arsen,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Freestyle 57kg""]",MASIS,Armenia,YEREVAN,Armenia,Athlete,Armenian,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1532945,True,TEVANYAN Vazgen,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,['Wrestling'],"[""Men's Freestyle 65kg""]",POKR VEDI,Armenia,unspecified,Armenia,Athlete,"Armenian, Russian",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1532951,True,ARENAS Lorena,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",PEREIRA,Colombia,MELBOURNE,Australia,Athlete,Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533112,True,McKENZIE Ashley,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,['Judo'],['Men -60 kg'],LONDON,Great Britain,CAMBERLEY,Great Britain,Athlete,English,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533136,True,BASS BITTAYE Gina Mariam,Female,Athlete,GAM,Gambia,Gambia,Gambia,Gambia,GAM,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",TUBAKUTA,Gambia,unspecified,unspecified,"Athlete, police officer (sub-inspector)","English, French",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533176,True,CAMARA Ebrahima,Male,Athlete,GAM,Gambia,Gambia,Gambia,Gambia,GAM,['Athletics'],"[""Men's 100m""]",BUNDUNG,Gambia,ANGERS,France,"Athlete, prison officer","Arabic, English, French, Mandinka, Wolof",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533188,True,RUEDA SANTOS Lizeth,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Triathlon'],"[""Women's Individual""]",GUADALAJARA,Mexico,XALAPA,Mexico,Athlete,Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533189,True,TAPIA VIDAL Rosa Maria,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Triathlon'],"[""Women's Individual""]",HERMOSILLO,Mexico,GUADALAJARA,Mexico,Athlete,"English, Spanish",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533190,True,GRAJALES Crisanto,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Triathlon'],"[""Men's Individual""]",XALAPA,Mexico,XALAPA,Mexico,Athlete,Spanish,37,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533208,True,MAAROUFOU Hachim,Male,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,['Athletics'],"[""Men's 100m""]",MARSEILLE,France,MARSEILLE,France,Athlete,French,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533209,True,SAADI Maesha,Female,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,['Swimming'],"[""Women's 50m Freestyle""]",VIENNE,France,SAINT-ROMAIN-EN-GAL,France,"Athlete, student",French,17,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533230,True,DIOSDADO Nuria,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],"['Team', 'Duet']",GUADALAJARA,Mexico,MEXICO CITY,Mexico,"Athlete, sport soldier",Spanish,33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533231,True,JIMENEZ Joana,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],"['Team', 'Duet']",ECATEPEC DE MORELOS,Mexico,MEXICO CITY,Mexico,"Athlete, sport soldier",Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533232,True,SOBRINO Jessica,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],MEXICO CITY,Mexico,MEXICO CITY,Mexico,Athlete,Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533234,True,ALFEREZ Regina,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,MEXICO CITY,Mexico,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533235,True,ARELLANO Fernanda,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,MEXICO CITY,Mexico,"Athlete, student",Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533237,True,TOSCANO Pamela,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,GUADALAJARA,Mexico,"Athlete, sport soldier",Spanish,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533239,True,GONZALEZ Itzamary,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,unspecified,unspecified,Athlete,Spanish,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533240,True,RODRIGUEZ Samanta,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,unspecified,unspecified,Athlete,Spanish,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533243,True,INZUNZA Glenda,Female,Alternate Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Swimming'],['Team'],unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1533245,True,SEHEN Sajjad,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Judo'],['Men -81 kg'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533359,True,RUBAIAWI Ali Ammar Yusur,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Weightlifting'],"[""Men's +102kg""]",unspecified,unspecified,BAGHDAD,Iraq,Athlete,Arabic,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533364,True,ISMAIL Mohamed,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's 5000m""]",unspecified,Djibouti,ALI SABIEH,Djibouti,"Athlete, sport soldier","French, Somali",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533371,True,HASSAN Ibrahim,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's Marathon""]",unspecified,unspecified,unspecified,Djibouti,"Athlete, soldier with the Djiboutian Republican Guard",Somali,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533372,True,WAISS Abdi,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Athletics'],"[""Men's 5000m""]",unspecified,Djibouti,unspecified,unspecified,"Athlete, sport soldier","French, Somali",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533374,True,HASSAN NOUR Samiyah,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Athletics'],"[""Women's 5000m""]",unspecified,unspecified,unspecified,unspecified,"Athlete, sport soldier",unspecified,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1533378,True,HOUSSEIN BARKAT Houmed,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Swimming'],"[""Men's 50m Freestyle""]",unspecified,unspecified,DJIBOUTI,Djibouti,Athlete,"English, French",20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535180,True,BARAT Andy,Male,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",ANJOUAN,Comoros,unspecified,France,Athlete,French,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535186,True,MARTINEZ RAMIREZ Miguel Angel,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Boxing'],"[""Men's 63.5kg""]",DURANGO,Mexico,unspecified,Mexico,Athlete,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535187,True,VERDE ALVAREZ Marco Alonso,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Boxing'],"[""Men's 71kg""]",MAZATLAN,Mexico,MAZATLAN,Mexico,Athlete,Spanish,22,2024-08-09,Silver Medal,2.0,Boxing,Men's 71kg,HATH,True,1,False
1535191,True,GONZALEZ Alegna,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",OJINAGA,Mexico,MEXICO CITY,Mexico,"Athlete, serves in the navy",Spanish,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535195,True,LOPEZ Jesus Tonatiu,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's 800m""]",HERMOSILLO,Mexico,HERMOSILLO,Mexico,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535199,True,PORTILLO Erick,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's High Jump""]",CHIHUAHUA,Mexico,MEXICO CITY,Mexico,Athlete,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535201,True,MUNOZ Uziel,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's Shot Put""]",NUEVO CASAS GRANDES,Mexico,MONTERREY,Mexico,Athlete,Spanish,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535202,True,del REAL Diego,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's Hammer Throw""]",MONTERREY,Mexico,MONTERREY,Mexico,Athlete,"English, Spanish",30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535203,True,DOCTOR Jose Luis,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's 20km Race Walk""]",HUIXQUILUCAN,Mexico,MEXICO CITY,Mexico,Athlete,Spanish,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535212,True,MORAN Paola,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's 400m""]",GUADALAJARA,Mexico,GUADALAJARA,Mexico,Athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535214,True,GALVAN Laura,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's 5000m""]",LA SAUCEDA,Mexico,GUANAJUATO,Mexico,Athlete,"English, Spanish",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535216,True,CORTES Alma Delia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's 5000m""]",TULTITLAN,Mexico,TULTITLAN,Mexico,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535217,True,CRISTIAN MOSCOTE Citlali,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's Marathon""]",SAN JUAN DE LOS LAGOS,Mexico,ZAPOPAN,Mexico,Athlete,Spanish,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535222,True,PALMA OLIVARES Ever Jair,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],['Marathon Race Walk Relay Mixed'],ZIT?CUARO,Mexico,unspecified,Mexico,"Athlete, entrepreneur",Spanish,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535225,True,OETLING RAMIREZ Elena,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Sailing'],"[""Women's Dinghy""]",CHAPALA,Mexico,CHAPALA,Mexico,"Athlete, business owner","English, German, Spanish",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535226,True,AGUILAR CHAVEZ PEON Mariana,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Sailing'],"[""Women's Windsurfing""]",MEXICO CITY,Mexico,unspecified,Mexico,"Athlete, student",Spanish,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535252,True,LECHUGA ALANIS Kenia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rowing'],"[""Women's Single Sculls""]",SANTIAGO,Mexico,MEXICO CITY,Mexico,Armed Forces athlete,Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535260,True,LOPEZ GARCIA Alexis,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",SAN FELIPE,Mexico,MEXICO CITY,Mexico,Athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535267,True,CARBALLO NIETO Miguel,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rowing'],"[""Lightweight Men's Double Sculls""]",LA PAZ,Mexico,MEXICO CITY,Mexico,Athlete,Spanish,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535310,True,BLANCO Luisa,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]","LOS ANGELES, CA",United States,"TUSCALOOSA, AL",unspecified,"Athlete, student",English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535343,True,WILLARS VALDEZ Randal,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",MEXICO CITY,Mexico,MEXICO CITY,Mexico,Armed forces athlete,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535345,True,BERLIN REYES Kevin,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",VERACRUZ,Mexico,MONTERREY,Mexico,Athlete,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535346,True,OROZCO LOZA Alejandra,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",ZAPOPAN,Mexico,GUADALAJARA,Mexico,Armed forces athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535348,True,AGUNDEZ GARCIA Gabriela,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",LA PAZ,Mexico,unspecified,Mexico,Armed forces athlete,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535349,True,OLVERA IBARRA Osmar,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",MEXICO CITY,Mexico,unspecified,unspecified,Athlete,unspecified,20,2024-08-08,Bronze Medal,3.0,Diving,Men's 3m Springboard,ATH,True,1,True
1535349,True,OLVERA IBARRA Osmar,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",MEXICO CITY,Mexico,unspecified,unspecified,Athlete,unspecified,20,2024-08-02,Silver Medal,2.0,Diving,Men's Synchronised 3m Springboard,TEAM,True,1,True
1535350,True,GARZA PEREZ Eugenio,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']",MONTERREY,Mexico,"WELLINGTON, FL",United States,Athlete,"English, Spanish",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535351,True,FERNANDEZ Federico,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Equestrian'],"['Jumping Individual', 'Jumping Team']","NAPALUCAN, PUEBLO",Mexico,MEXICO CITY,Mexico,In 2004 he launched Grupo SIM which offers business services to small and medium-sized companies in Mexico,"English, Spanish",56,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535354,True,de LARA OJEDA Miguel Alejandro,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",TORRE?N,Mexico,"BLACKSBURG, VA",United States,Athlete,Spanish,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535356,True,MORENO Alexa,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",MEXICALI,Mexico,TIJUANA,Mexico,Athlete,"English, Spanish",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535357,True,SANDOVAL Ahtziri,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",GUADALAJARA,Mexico,GUADALAJARA,Mexico,Athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535358,True,FLORES Sofia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],unspecified,Mexico,unspecified,Mexico,Athlete,"English, Spanish",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535359,True,SALAZAR Kimberly,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],XALAPA,Mexico,unspecified,Mexico,Athlete,Spanish,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535360,True,TEJEDA Adirem,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],unspecified,unspecified,unspecified,unspecified,Athlete,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535361,True,ALCOCER Dalia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],MERIDA,Mexico,unspecified,Mexico,Athlete,Spanish,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535362,True,GUTIERREZ Julia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Rhythmic Gymnastics'],['Group All-Around'],MERIDA,Mexico,unspecified,Mexico,Athlete,Spanish,16,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535363,True,HERNANDEZ Emiliano,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Men's Individual""]",MEXICO CITY,Mexico,MEXICO CITY,Mexico,Athlete,"English, Spanish",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535364,True,CARRILLO Duilio,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Men's Individual""]",GUADALAJARA,Mexico,MEXICO CITY,Mexico,Armed Forces athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535365,True,OLIVER Mayan,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Modern Pentathlon'],"[""Women's Individual""]",unspecified,Mexico,CUAUTITLAN IZCALLI,Mexico,Athlete,Spanish,31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535366,True,SANSORES Carlos,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Taekwondo'],['Men +80kg'],CANCUN,Mexico,CANCUN,Mexico,Athlete,Spanish,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535367,True,SOUZA Daniela Paola,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Taekwondo'],['Women -49kg'],"ZAPOPAN, JALISCO",Mexico,TIJUANA,Mexico,Military athlete,Spanish,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535368,True,CLELAND QUINONEZ Alan,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Surfing'],['Men'],BOCA DE PASCUALES,Mexico,AVECES,Mexico,Athlete,"England, Spanish",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535373,True,GRIGORIAN Aram,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Judo'],['Men -90 kg'],MOSCOW,Russian Federation,MOSCOW,Russian Federation,Athlete,Russian,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535374,True,KOSTOEV Dzhafar,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Judo'],['Men -100 kg'],"NAZRAN, INGUSHETIA",Russian Federation,ABU DHABI,UA Emirates,Athlete,"Arabic, Russian",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535375,True,MAGOMEDOMAROV Magomedomar,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Judo'],['Men +100 kg'],unspecified,Russian Federation,unspecified,UA Emirates,Athlete,Russian,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535376,True,TATALASHVILI Nugzari,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Judo'],['Men -81 kg'],TBILISI,Georgia,GORI,Georgia,Athlete,"English, Georgian, Russian",34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535383,True,BISHRELT Khorloodoi,Female,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Judo'],['Women -52 kg'],ARVAIKHEER,Mongolia,ULAANBAATAR,Mongolia,Athlete,Mongolian,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535385,True,HOUSSEIN Alexandre,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Judo'],['Men -73 kg'],COMPI?GNE,France,PARIS,France,"Athlete, student","English, French, Spanish",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535395,True,AL SAYEGH Safia,Female,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Cycling Road'],"[""Women's Road Race""]",unspecified,unspecified,unspecified,unspecified,"Athlete, student","Arabic, English",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535420,True,VALENCIA Alejandra,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",HERMOSILLO,Mexico,HERMOSILLO,Mexico,"Athlete, sport soldier",Spanish,29,2024-07-28,Bronze Medal,3.0,Archery,Women's Team,HTEAM,True,1,True
1535429,True,RUIZ Angela,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",unspecified,unspecified,MEXICO CITY,Mexico,"Athlete, student","English, Spanish",17,2024-07-28,Bronze Medal,3.0,Archery,Women's Team,HTEAM,True,1,True
1535430,True,GRANDE Matias,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",GUANAJUATO,Mexico,MEXICO CITY,Mexico,"Athlete, student",Spanish,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535433,True,PRIETO Marcela,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Cycling Road'],"[""Women's Road Race""]",AGUASCALIENTES,Mexico,unspecified,unspecified,Athlete,Spanish,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535438,True,RAMIREZ RAMOS Edson Ismael,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",CIUDAD VICTORIA,Mexico,SALTILLO,Mexico,"Athlete, student",Spanish,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
